NamaSPPG,Alamat,Tanggal Opsnal,Provinsi,wilayah,Nama Kepala,Nama Yayasan,Latitude,Longitude
SPPG Blora Kunduran Tawangrejo,"Dukuh singgahan, Desa Tawangrejo RT 03 RW 05 kec. kunduran kab. Blora, provinsi Jawa Tengah ",28-07-2025,JAWA TENGAH,Wilayah II,Teguh haryono ,Yayasan Miftahul Rohmat Kunduran,-7.06192,111.27208
SPPG Banyumas Cilongok Gununglurah,Dusun Bojong RT 002 RW 010 Desa Gunung Lurah Kecamatan Cilongok,28-07-2025,JAWA TENGAH,Wilayah II,Yusup,Yayasan Bangun Cipta Multi Anugerah,-7.37467,109.14369
SPPG Semarang Tuntang Delik,"Dsn. Ngesal Rt2 Rw6, Ds. Delik, Kec. Tuntang, Kab. Semarang, Provinsi Jawa Tengah ",28-07-2025,JAWA TENGAH,Wilayah II,Muhammad Indra Darmawan ,,-7.26475,110.47102
SPPG Grobogan Wirosari Karangasem,"Dusun Sarip RT 006/ RW 004, Kelurahan Karangasem, Kec. Wirosari, Kab. Grobogan",28-07-2025,JAWA TENGAH,Wilayah II,Eva Eviana,Yayasan Alfi Rahma Fadila,-7.00901,111.11533
SPPG Magelang Grabag Sidogede,"Jl. Kalipucang Desa Sidogede, Kecamatan Grabag, Kabupaten Magelang",28-08-2025,JAWA TENGAH,Wilayah II,Hermawan Bayu Aji Pratama,,-7.33758,110.32941
SPPG Temanggung Tlogomulyo Tanjungsari,"Jl. Tlogomulyo Dusun Karanganom Rt 001/006 Desa Tanjungsari Kecamatan Tlogomulyo Kab Temanggung, Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Achmad Aminuddin,,-7.33164,110.16375
SPPG Pekalongan Karangdadap Kaligawe,"Jl. Raya Karangdadap, Karanganyar Kidul,Rt.03 Rw.01, Kaligawe, Kec. Karangdadap, Kabupaten Pekalongan, Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Moh. Fahlul Umam,,-6.9897,109.69544
SPPG Banyumas Kemranjen Kecila 2,Jl. Nasional III No.1 Pasewan Rt.06 Rw 02 Kecila Kemranjen Banyumas Jawa Tengah,28-08-2025,JAWA TENGAH,Wilayah II,Chazimudin Ahmad Ramdani,,-7.59533,109.32119
SPPG Klaten Jogonalan Plawikan," Desa Plawikan, Kecamatan Jogonalan, Kab. Klaten, Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Aldi Khuncahyo,,-7.72409,110.55814
SPPG Purworejo Banyuurip Sumbersari,"Sumbersari, Banyuurip, Purworejo",28-08-2025,JAWA TENGAH,Wilayah II,Khafni Arij Elani,,-7.75189,109.97489
SPPG Kebumen Kebumen Adikarso,"Jl. Pupus, Adikarso, Kebumen, Kab. Kebumen, Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Rizki Hafiz Tia Zaki,,-7.33667,110.44526
SPPG Kota Semarang Tembalang Sendangmulyo 2,"Jalan Ketileng Indah Raya No. 3, Kelurahan Sendangmulyo, Kecamatan Tembalang, Kota Semarang, Provinsi Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Aditya Risky Wiraputra,,-7.02982,110.47212
SPPG Klaten Trucuk Sajen 2,"Desa Sajen, Kecamatan Trucuk, Kabupaten Klaten, Provinsi Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Muhammad Syuhaib Al Ashfa,,-7.7315,110.69505
SPPG Kendal Sukorejo Ngadiwarno,"Dusun Kabunan Rt 003 Rw 001, Ngadiwarno, Sukorejo, Kabupaten Kendal, Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Sobirin,,-7.0846,110.04244
SPPG Grobogan Purwodadi Danyang,"Jl. Mh. Thamrin Gg IV Sambak, Desa Danyang, Kecamatan Purwodadi, Kabupaten Grobogan, Provinsi Jawa Tengah.",28-08-2025,JAWA TENGAH,Wilayah II,Ahmad Ni`Am Syukri,,-7.10247,110.90836
SPPG Boyolali Ampel Tanduk,"Jl. Raya Boyolali Semarang Rt. 001 Rw. 001, Tanduk, Ampel, Kab. Boyolali, Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Wahyu Eko Nugroho,,-7.45527,110.54612
SPPG Wonosobo Kalikajar Kedalon,"Jalan Wonosobo - Purworejo, Desa Kedalon, Kecamatan Kalikajar, Kabupaten Wonosobo, Provinsi Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Febrian Taofik Romandon,,-7.41157,109.97136
SPPG Purbalingga Kejobong Kejobong,"Desa Sokanegara, Rt.02 / Rw.04, Kecamatan Kejobong, Kabupaten Purbalingga, Jawa Tengah",28-08-2025,JAWA TENGAH,Wilayah II,Adi Setiawan,,-7.41594,109.4518
SPPG Cilacap Sampang Paberasan,"Jl. Dr. Soetomo Paberasan, Paberasan, Kec. Sampang, Kab. Cilacap, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Dinda Septiana Nur Yulistio,,-7.58627,109.23065
SPPG Wonogiri Giritontro Giritontro,"Dusun Giritontro Kidul Rt. 004 Rw. 03, Desa Giritontro, Kec. Giritontro, Kab. Wonogiri, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Ariya Giri Candra Wijaya,,-8.08417,110.87205
SPPG Demak Gajah Gajah,"Jl. Raya Demak Kudus Km. 12  Desa Gajah Kecamatan Gajah Kabupaten Demak, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Bambang Irawan,,-6.86874,110.74348
SPPG Magelang Mungkid Gondang,"Dusun Kramat Gondang Rt 003 Rw 4, Gondang, Kec. Mungkid, Kab. Magelang, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Alif Tabah Nurrochim,,-7.44982,110.22052
SPPG Wonogiri Eromoko Ngadirejo,"Plumbon Rt 03 Rw 07 Kec. Eromoko, Ngadirejo, Kab. Wonogiri, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Ardian Lulut Sutopo,,-7.9671,110.85518
SPPG Batang Batang Proyonanggan Selatan,"Jl. Ki MangunSarkoro, 03 No.12, Dracik Kembang, Proyonanggan  Selatan, Kec.batang, Kab.Batang, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Ramadhan Dony Fahrezy,,-6.92111,109.73146
SPPG Kota Magelang Magelang Utara Kedungsari,"Jl. Kalimas, Desa Kedungsari, Kec. Magelang Utara, Kota Magelang, Jawa Tengah 56114, Kedungsari, Magelang Utara, Kota Magelang, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Bima Bayu Tidarriano,,-7.45557,110.22471
SPPG Semarang Ungaran Timur Gedanganak,"Gedanganak, Kec. Ungaran Timur, Kab Semarang, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Ilham Cahyo Pratomo,,-7.15039,110.41905
SPPG Grobogan Brati Karangsari,"Dusun Karangsari, Desa Karangsari, Rt 01/01, Kecamatan Brati, Kabupaten Grobogan, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Agus Wicaksono,,-7.02421,109.62692
SPPG Banjarnegara Kalibening Majatengah,"Jl. Raya Kalibening, Desa Majatengah Rt.04/Rw.01, Kecamatan Kalibening, Kabupaten Banjarnegara, Provinsi Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Deka Febriyanto,,-7.22266,109.63815
SPPG Purbalingga Bobotsari Pakuncen,"Desa Pekuncen Rt.03/Rw.03, Kecamatan Bobotsari, Kabupaten Purbalingga, Provinsi Jawa Tengah, 53353",28-09-2025,JAWA TENGAH,Wilayah II,Yasir Ibnu Farhan,,-7.3,109.36667
SPPG Sukoharjo Tawangsari Tangkisan,"Jl. Anggrek Cendrawasih, Rt. 001 Rw. 008, Tangkisan, Kec. Tawangsari, Kab. Sukoharjo, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Aditya Akbar Pratama,,-7.60869,110.81473
SPPG Cilacap Kroya Bajing 2,"Desa Bajing, Kecamatan Kroya, Kabupaten Cilacap, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Yurdhika Anna Ridwan,,-7.63044,109.27262
SPPG Temanggung Tembarak Jragan,"Rt.02 / Rw.01, Dusun Dukuh, Desa Jragan, Kecamatan Tembarak, Kabupaten Temanggung, Jawa Tengah",28-09-2025,JAWA TENGAH,Wilayah II,Arfan Zafira Ahmada,,-7.34352,110.15348
SPPG Tegal Bumijawa Gunungagung,"Jalan Lapangan Dukuh Lor, Kelurahan Gunungagung, RT.005 RW.001, Kecamatan Bumijawa, Kabupaten Tegal, Provinsi Jawa Tengah",29-07-2025,JAWA TENGAH,Wilayah II,Alendra Nova Pramana,,-6.9449,109.12019
SPPG Jepara Pecangaan Pulodarat,"Desa Pulodarat Rt. 14 Rw. 02 Kec. Pecangaan Kab. Jepara, Jawa Tengah",29-08-2025,JAWA TENGAH,Wilayah II,Ahmad Rizal Fauzi Firmansyah,,-6.69845,110.71074
SPPG Kota Surakarta Laweyan Sondakan,"Jl Parangkesit No.37, Sondakan, Laweyan, Surakarta 57147, Sondakan, Laweyan, Kota Surakarta, Jawa Tengah",29-08-2025,JAWA TENGAH,Wilayah II,Ariya Romadan,,-7.56705,110.79612
SPPG Karanganyar Karangpandan Dayu,"Waru Wetan RT. 01/06, Dayu, Karangpandan, Karanganyar_x000D_
Jawa Tengah (57791) No. Tlp. 0812 2710 8007",29-08-2025,JAWA TENGAH,Wilayah II,Putri Retnosari,,-7.61553,111.05879
SPPG Kota Semarang Semarang Barat Karangayu,"Jl. Damarwulan II No.26, Karangayu, Kec. Semarang Barat, Kota Semarang, Jawa Tengah`",29-08-2025,JAWA TENGAH,Wilayah II,Beckham Dicko Panji Komara,,-6.97812,110.39437
SPPG Semarang Tuntang Kesongo 2,"Dusun. Ngreco Rt. 001 Rw. 004, Kesongo, Tuntang, Kab. Semarang, Jawa Tengah",29-08-2025,JAWA TENGAH,Wilayah II,Nila Fangkita,,-7.29882,110.46315
SPPG Banjarnegara Bawang Pucang,"Jl. Pucang Rt 003 Rw 09 Desa Pucang, Kecamatan Bawang, Kabupaten Banjarnegara, Jawa Tengah",29-08-2025,JAWA TENGAH,Wilayah II,Awal Nur Prayogi,,-7.39836,109.65305
SPPG Banyumas Tambak Purwodadi,"Jl. Nasional III Rt 1 Rw 3 , Purwodadi, Tambak, Kab. Banyumas, Jawa Tengah",29-08-2025,JAWA TENGAH,Wilayah II,Elang Fatahillah,,-7.60896,109.43831
SPPG Jepara Pecangaan Pecangaan Kulon 2,"Pecangaan Kulon Rt 001 Rw 002 Kec. Pecangaan Kab. Jepara Prov. Jawa Tengah, Pecangaan Kulon, Pecangaan, Kab. Jepara, Jawa Tengah",29-08-2025,JAWA TENGAH,Wilayah II,Indah Tri Maharasari,,-6.68592,110.70742
SPPG Pati Kayen Slungkep,"Jl. Kayen Slungkep, Slungkep, Kec. Kayen, Kabupaten Pati, Jawa Tengah",29-08-2025,JAWA TENGAH,Wilayah II,Moch Rosyad Among Rogo,,-6.91103,110.99087
SPPG Batang Batang Kauman 2,"Jl. Pemuda 103 Rt 03/08, Kelurahan Kauman, Kecamatan Batang, Kabupaten Batang, Jawa Tengah Kode pos 51215",29-08-2025,JAWA TENGAH,Wilayah II,Nurahmad Fatoni,,-6.93726,109.73228
SPPG Semarang Ungaran Timur Kalongan,"Jl. Ungaran Mranggen Kelurahan Kalongan Kecamatan Ungaran Timur, Kalongan, Ungaran Timur, Kab. Semarang, Jawa Tengah",29-08-2025,JAWA TENGAH,Wilayah II,Hanif Fixa Naufal,,-7.13326,110.44837
SPPG Karanganyar Jumantono Tugu,"Dukuh tugu,kelurahan tugu,kec.jumantono,kab.karanganyar jawa tengah",29-08-2025,JAWA TENGAH,Wilayah II,Refdi Ferdian,,-7.66276,111.04213
SPPG Demak Guntur Temuroso 3,"Jl.Krasak RT.03 RW.04, Desa Temuroso, Kec. Guntur, Kab. Demak",29-08-2025,JAWA TENGAH,Wilayah II,Tri Sutrisno,,-6.9765,110.59038
SPPG Grobogan Kradenan Kradenan,"Kradenan, Kecamatan Kradenan, Kabupaten Grobogan, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Nais Volum Firdaus,,-7.1289,111.1369
SPPG Wonogiri Purwantoro Tegalrejo,"Karanglo, Tegalrejo, Purwantoro, Kabupaten Wonogiri, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Elwas Tantyo Pranowo,,-7.85274,111.26289
SPPG Wonogiri Jatisrono Jatisrono 2,"Dusun Watugede, Jl. Jatisrono Jatipurno RT 009/RW 003, Desa Jatisrono, Kecamatan Jatisrono Kabupaten Wonogiri, Jawa Tengah ",29-09-2025,JAWA TENGAH,Wilayah II,Alvin Raviga,,-7.82643,111.12721
SPPG Rembang Rembang Sidowayah,"Jl. Dr. Soetomo No.47, Sidowayah Lor, Sidowayah, Kecamatan Rembang, Kabupaten Rembang, Jawa Tengah ",29-09-2025,JAWA TENGAH,Wilayah II,Ahmad Mahmud Sahal,,-6.70732,111.34625
SPPG Sragen Tanon Gading,"Jl. Gabugan Sumberlawang, Area Sawah, Kelurahan Gading, Kecamatan Tanon, Kabupaten Sragen Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Ilham Fawwaz Samseno,,-7.31845,110.87824
SPPG Blora Kradenan Medalem,"Jl. Randublatung Medalem, Medalem, Kec. Kradenan, Kab. Blora, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Rima Alifia,,-7.25103,111.47837
SPPG Magelang Tegalrejo Purwosari,"Dusun Nuren RT. 006 RW. 002 Purwosari, Kec. Tegalrejo, Kab. Magelang, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Galuh Sukmawati,,-7.46456,110.25651
SPPG Semarang Pringapus Pringapus,"Ngabean, Pringapus, Kec. Pringapus, Kabupaten Semarang, Jawa Tengah 50214",29-09-2025,JAWA TENGAH,Wilayah II,Muhammad Zanadin Ziddan Ghozali,,-7.18295,110.47224
SPPG Batang Kandeman Ujungnegoro,"Jl. Syech Maulana Mahribi Desa/Kelurahan Ujungnegoro Kec.Kademan Kab.Batang 51261, Ujungnegoro, Kandeman, Kab. Batang, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Wahyu Nugroho,,-6.90576,109.79414
SPPG Sukoharjo Bendosari Toriyo,"Toriyo, Kec. Bendosari, Kabupaten Sukoharjo, Jawa Tengah ",29-09-2025,JAWA TENGAH,Wilayah II,Shaolikhin Ahmad Dwi Nugroho,,-7.68186,110.86796
SPPG Banyumas Patikraja Notog,"Jl. Raya Notog, Kel. Notog, Kecamatan Patikraja, Kabupaten Banyumas, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,"Racka Sadewa Anggardha Setyawandhika, S. Kom.",,-7.48807,109.2145
SPPG Brebes Wanasari Pesantunan,"Jl. Pangeran Diponegoro Rt01/Rw01, Pesantunan, Kec. Wanasari, Kab. Brebes, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Ahmad Sa`Dulloh,,-6.86892,109.03316
SPPG Pemalang Randudongkal Gembyang,"Dusun Dermalang, Desa Gembyang, Kecamatan Randudongkal, Kabupaten Pemalang, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Dedy Widi Hartono,,-7.08522,109.30454
SPPG Magelang Salaman Sriwedari,"Jl. Magelang Purworejo No.Km 19, Kragilan, Sriwedari, Kec. Salaman, Kabupaten Magelang, Jawa Tengah 56162, Sriwedari, Salaman, Kab. Magelang, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Hafidz Adnin Adiesta Maarij,,-7.56099,110.1069
SPPG Grobogan Purwodadi Cingkrong,"Dusun Cingkrong RT 08 RW 01 Desa Cingkrong, Kecamatan Purwodadi, Kabupaten Grobogan, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Rizky Mentari Putri,,-7.08935,110.92698
SPPG Sukoharjo Grogol Telukan 2,"Jl. Sadewa, Desa Telukan Kecamatan Grogol Kabupaten Sukoharjo, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Dava Pramudya Wardhana,,-7.61954,110.81815
SPPG Pemalang Taman Asemdoyong,"Jl. Lingkar Luar Pantura, Desa Asemdoyong, Kecamatan Taman, Kabupaten Pemalang, Provinsi Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Bayu Eriyanto,,-7.27104,110.41294
SPPG Purbalingga Rembang Bantarbarang,"Desa Bantarbarang Rt.001/Rw.006, Kecamatan Rembang, Kabupaten Purbalingga, Provinsi Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Dinda Ayu Sekar Melati,,-7.33282,109.51662
SPPG Grobogan Penawangan Wolo,"Wolo, Kecamatan Penawangan, Kabupaten Grobogan, Jawa Tengah ",29-09-2025,JAWA TENGAH,Wilayah II,Hidayah Khairunnisa,,-7.04796,110.83693
SPPG Sragen Ngrampal Pilangsari,"Jetis 026/007, Pilangsari, Kec. Ngrampal, Kab. Sragen, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Ilham Maulana Jamshid,,-7.42295,111.04608
SPPG Banyumas Somagede Kanding,"Jl. Sendani, Kanding, Kecamatan Somagede, Kabupaten Banyumas, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Diva Wahyu Aji,,-7.40193,109.28729
SPPG Kota Semarang Genuk Gebangsari 2,"jln Raya Gebang Anom Genuksari RT01/RW10 kel. Genuksari - kec.Genuk, Kota Semarang",29-09-2025,JAWA TENGAH,Wilayah II,Figo Rachmad Windiarto,,-6.95233,110.48001
SPPG Blora Jiken Jiken 2,"Jl. Raya Nasional Blora Cepu, Jiken, Kec. Jiken Kab. Blora, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Alfian Pujo Saputra,,-7.00779,111.51333
SPPG Pati Margoyoso Cebolek Kidul,"Jl. Tayu Juwana Rt.02 Rw.06 Cebolek Kidul, Kecamatan Margoyoso, Kabupaten Pati, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Tirto Sri Widodo,,-6.66635,111.08076
SPPG Magelang Secang Payaman,"Grogol, Payaman, Kec. Secang, Kabupaten Magelang, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Velinda Putri Nur Kinanti,,-7.41806,110.23388
SPPG Wonosobo Kalikajar Kalikajar,"Desa Kalikajar Kec. Kalikajar Kab. Wonosobo, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Budi Anugrah,,-7.41025,109.97129
SPPG Kebumen Alian Jatimulyo,"Desa Jatimulyo, Kecamatan Alian, Kabupaten Kebumen, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Ahnaf Rafi Aldiva,,-7.66189,109.68245
SPPG Kebumen Sempor Sempor,"Petahunan, Kelurahan Sempor, Kecamatan Sempor, Kabupaten Kebumen, Jawa Tengah ",29-09-2025,JAWA TENGAH,Wilayah II,Hafid Fatahilah,,-7.58695,109.50125
SPPG Kendal Gemuh Tlahab,"Jl. Raya Kendal Weleri Km.11, Tlahab Kidul, Tlahab, Kec. Gemuh, Kabupaten Kendal, Jawa Tengah ",29-09-2025,JAWA TENGAH,Wilayah II,Rizqiana Setyani,,-6.93997,110.12199
SPPG Wonosobo Kertek Tlogomulyo,"Dusun Jurang Rt 02/Rw 01, Desa Balerejo, Kecamatan Tlogomulyo, Kabupaten Temanggung Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Desalfa Galih Pradhana,,-7.32591,110.16261
SPPG Banjarnegara Mandiraja Mandiraja Wetan 2,"Desa Mandiraja Wetan Rt 8 Rw 2 Kecamatan Mandiraja, Kabupaten Banjarnegara, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,"Zulfian Qodriana, S.T.",,-7.44947,109.53214
SPPG Grobogan Geyer Suru 2,"Plosorejo,suru, Kec. Geyer, Kab. Grobogan, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Isfan,,-7.22183,110.90484
SPPG Karanganyar Karanganyar Popongan 3,"Karanganom Rt 003 Rw 004, Popongan, Kec. Karanganyar, Kab. Karanganyar, Jawa Tengah",29-09-2025,JAWA TENGAH,Wilayah II,Sasani Setiawan Jati,,-7.60348,110.99032
SPPG Kota Pekalongan Pekalongan Utara Panjang Baru,"Jalan Kusuma Bangsa No. 3A, Panjang Baru, Kecamatan Pekalongan Utara Kota Pekalongan Jawa Tengah",30-07-2025,JAWA TENGAH,Wilayah II,Muhammad Arya Raharjo,,-6.86917,109.67731
SPPG Karanganyar Tawangmangu Tawangmangu 3,"Josca Catering, Jalan Srikaton, RT 005/RW 001, Kelurahan Tawangmangu, Kecamatan Tawangmangu, Kabupaten Karanganyar, Provinsi Jawa Tengah",30-08-2025,JAWA TENGAH,Wilayah II,Farid Tri Amboro,,-7.66649,111.12101
SPPG Pekalongan Wiradesa Kepatihan,"Jalan Yos Sudarso No. 278, Kepatihan Rt 009 Rw 004, Kecamatan Wiradesa, Kabupaten Pekalongan, Provinsi Jawa Tengah",30-08-2025,JAWA TENGAH,Wilayah II,M. Agus Yusuf Haerunnaim,,-6.8904,109.6193
SPPG Kebumen Kutowinangun Lundong,"Jl. Kutoarjo Rt002 Rw003, Lundong, Kutowinangun, Kab. Kebumen, Jawa Tengah",30-08-2025,JAWA TENGAH,Wilayah II,Muhlasin,,-7.71918,109.74002
SPPG Kendal Cepiring Karangayu,"Desa Karangayu, Kecamatan Cepiring, Kabupaten Kendal, Provinsi Jawa Tengah",30-08-2025,JAWA TENGAH,Wilayah II,Faisa Emiliana,,-6.9201,110.14888
SPPG Kendal Pegandon Gubugsari,"Jl. Kyai Abdul Wahab, Dukuh Minonggo, Rt 001/Rw 005, Desa Gubugsari, Kecamatan Pegandon, Kabupaten Kendal, Provinsi Jawa Tengah",30-08-2025,JAWA TENGAH,Wilayah II,Abdur Rozzaq,,-6.96556,110.16771
SPPG Semarang Bringin Bringin,"Jalan P. Diponegoro, Kelurahan Bringin, Kecamatan Bringin, Kabupaten Semarang, Provinsi Jawa Tengah",30-08-2025,JAWA TENGAH,Wilayah II,Husain Dzulfikar,,-7.25376,110.51841
SPPG Kebumen Karanganyar Candi,"Jalan Karangcengis, Desa Candi, Rt 001/Rw 001, Kecamatan Karanganyar, Kabupaten Kebumen, Provinsi Jawa Tengah",30-08-2025,JAWA TENGAH,Wilayah II,Rizki Ajudiansyah,,-7.6301,109.56951
SPPG Kebumen Ayah Candirenggo,"Jl. Raya Ayah Rt 6 Rw 6, Candirenggo, Ayah, Kab. Kebumen, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Faiz Surya Adi Pratama,,-7.71616,109.39248
SPPG Temanggung Bansari Mranggen Tengah 2,"Mranggen Tengah, Kec. Bansari, Kabupaten Temanggung, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Widi Widayanto,,-7.28958,110.05316
SPPG Pati Margoyoso Kajen 3,"Jl. Kh. Ahmad Mutamakkin II Rt 005 Rw 001 Desa Kajen, Kecamatan Margoyoso Kabupaten Pati, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Adlina Herlian Kuntari Dewi,,-6.60524,111.05884
SPPG Grobogan Toroh Genengadal,"Kedung Rt. 04 Rw.04 Desa Genengadal Kecamatan Toroh Kab. Grobogan, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Khoerulloh,,-7.16643,110.87206
SPPG Rembang Sedan Sedan,"Rt 01, Rw 05 Desa Sedan, Kec. Sedan, Kab. Rembang, Sedan, Sedan, Kab. Rembang, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,M. Athoir Rohman,,-6.76824,111.57399
SPPG Magelang Salaman Kebonrejo,"Demangan, Rt 04 Rw 09, Kebonrejo, Kec. Salaman, Kab. Magelang, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Odhy Wildan Pratama,,-7.57172,110.14029
SPPG Magelang Borobudur Borobudur,"Jl. Sudirman, Dusun X, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah ",30-09-2025,JAWA TENGAH,Wilayah II,Achmad Choirur Rozzaq,,-7.5973,110.20283
SPPG Purbalingga Kaligondang Kalikajar 2,"Jl. Raya Selakambang No 27, Kalikajar, Kaligondang, Kab. Purbalingga, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Evan Rakhmat Wijaya,,-7.37765,109.38614
SPPG Grobogan Wirosari Kropak,Desa Kropak Rt. 09 Rw. 04 Kec. Wirosari Kab. Grobogan Provinsi Jawa Tengah,30-09-2025,JAWA TENGAH,Wilayah II,Fajar Adi Saputro,,-7.11134,111.0977
SPPG Sukoharjo Weru Tawang,"Dukuh Tawang, Desa Tawang, Rt 02/ Rw 01, Kecamatan Weru, Kabupaten Sukoharjo, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Zaka Umar Anshori,,-7.43224,110.62348
SPPG Kudus Kaliwungu Blimbing Kidul,"Blimbing Kidul, Rt.08 Rw.01 Kec. Kaliwungu Kab. Kudus Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Kholiq Rifa`I,,-6.77057,110.77009
SPPG Kebumen Buayan Buayan,"Jl. Karang Bolong, Buayan Timur, Buayan, Kec. Buayan, Kabupaten Kebumen, Jawa Tengah ",30-09-2025,JAWA TENGAH,Wilayah II,Puguh Priambodo,,-7.6922,109.48745
SPPG Kota Surakarta Banjarsari Sumber,"Jl. Pajajaran Selatan No.6 Sumber Rt.01 Rw. XIII, Kec. Banjarsari, Kota Surakarta, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Akbar Pandu Setiawan,,-7.54864,110.79843
SPPG Semarang Bringin Bringin 2,"Jl. Salatiga, Karanglo, Bringin, Kec. Bringin, Kab. Semarang, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Ghozali Ahmad Fadila,,-7.25375,110.51679
SPPG Kendal Brangsong Purwokerto,"Krayapan, Purwokerto, Kec. Brangsong, Kab. Kendal, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Muhammad Faris Albani,,-7.43972,109.24385
SPPG Grobogan Tawangharjo Selo,"Komplek Makam Kyai Ageng, Kelurah Selo, Kecamatan Tawangharjo, Grobogan Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Alza Nabiel Zamzami,,-7.09912,110.99293
SPPG Kebumen Sruweng Giwangretno,"Jl. Nasional III Desa Giwangretno Kec. Sruweng Kab. Kebumen, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Oktaviana Eka Jati,,-7.67101,109.61828
SPPG Banjarnegara Punggelan Danakerta,"Dusun Cibungur, Desa Danakerta Rt.03 / Ew.06, Kecamatan Punggelan, Kabupaten Banjarnegara, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Saefudin Irsyad,,-7.35778,109.53733
SPPG Kota Pekalongan Pekalongan Timur Kauman,"Jl. Surabaya No 42 Rt 1 Rw 16, Kel. Kauman, Kecamatan Pekalongan Timur, Kota Pekalongan, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Muchamad Nasyrul Ilmi,,-6.88361,109.67709
SPPG Pati Dukuhseti Kembang,"Kembang, Pati Regency, Central Java, Kembang, Dukuhseti, Kab. Pati, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Cindy Windyastria,,-6.45692,111.03141
SPPG Sukoharjo Kartasura Pucangan,"Krapyak RT 1 RW 7 Dusun II, Pucangan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57373, Pucangan, Kartasura, Kab. Sukoharjo, Jawa Tengah",30-09-2025,JAWA TENGAH,Wilayah II,Aldo Meirvan Yudhatama,,-7.55558,110.73655
