;Unnamed: 0;NamaSPPG;Alamat;Tanggal Opsnal;Provinsi;wilayah;Nama Kepala;Nama Yayasan;Latitude;Longitude
4335;4335;SPPG Brebes Larangan Pamulihan;Jl. Raya Pamulihan Larangan, Dukuh Sembung, Desa Pamulihan, Kec. Larangan, Kab. Brebes, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;M. Mukti Sabilal;;-7.00404;108.96288
4336;4336;SPPG Cilacap Wanareja Madura;Jl. Raya Wanareja Banjar, Dusun Babakan, Desa Madura, Kecamatan Wanareja Kabupaten Cilacap Provinsi Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Muhammad Nasrulloh;;-7.34088;108.70636
4337;4337;SPPG Brebes Ketanggungan Cikeusal Lor;Jl. Desa Cikeusal Lor, Cikeusal Lor, Kec. Ketanggungan, Kab. Brebes, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Cahaya Maulana;;-6.92047;108.89083
4338;4338;SPPG Kendal Rowosari Karangsari;Desa Karangsari Rt 05 Rw 01 Kec. Rowosari Kab. Kendal, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;M Yusuf Asrofi;;-6.9427;110.07243
4339;4339;SPPG Kota Semarang Banyumanik Ngesrep 2;Jl. Gombel Permai No 3, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Aminudin Suryantara;;-7.03785;110.4227
4340;4340;SPPG Klaten Ngawen Pepe;Dusun 2, Pepe, Kec. Ngawen, Kab. Klaten, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Arief Mukti Kurniawan;;-7.65708;110.74693
4341;4341;SPPG Banyumas Purwokerto Selatan Karangpucung 2;Jl. Geriliya No 45 Karang Pucung Purwokerto, Karangpucung, Kec. Purwokerto Selatan, Kab. Banyumas, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Dirgantara Krisna Gaesa;;-7.44136;109.23728
4342;4342;SPPG Boyolali Banyudono Trayu;Jl. Bangak Simo No.Km 3.2, Tanjunganom, Trayu, Kec. Banyudono, Kab. Boyolali, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Dian Catur Hidayat;;-7.53826;110.70318
4343;4343;SPPG Kebumen Kebumen Bumirejo 3;Jl. Letnan Jendral Suprapto, Bumirejo, Kebumen, Kab. Kebumen, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Yuda Wisnu Prihantoro;;-7.66917;109.65803
4344;4344;SPPG Brebes Brebes Terlangu;Jl. Sultan Agung, Terlangu Wetan, Terlangu, Kec. Brebes, Kab. Brebes, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Aji Komarudin;;-6.89909;109.03642
4345;4345;SPPG Blora Ngawen Bradag;Desa Bradag, RT 001 RW 002, Kecamatan Ngawen, Kabupaten Blora, Jawa Tengah;15-08-2025;JAWA TENGAH;Wilayah II;Muhammad Ismail Nur Faizin;;-6.48367;106.82533
4346;4346;SPPG Boyolali Juwangi Pilangrejo 2;Dusun Ngandong, Desa Pilangrejo, Kecamatan Juwangi, Kabupaten Boyolali, Jawa Tengah;15-08-2025;JAWA TENGAH;Wilayah II;Andika Rizky Nugroho;;-7.19577;110.74751
4347;4347;SPPG Boyolali Teras Teras 2;Dukuh Rejosari, RT 004 RW 002, Desa Teras, Kecamatan Teras, Kabupaten Boyolali, Jawa Tengah;15-08-2025;JAWA TENGAH;Wilayah II;Taufik Budi Nugroho;;-7.53551;110.65978
4348;4348;SPPG Boyolali Mojosongo Kragilan;Jalan Pangeran Diponegoro, Dusun III, Desa Kragilan, Kecamatan Mojosongo, Kabupaten Boyolali, Jawa Tengah 57323;15-08-2025;JAWA TENGAH;Wilayah II;Fihri Aqwin Ghiswa;;-7.50986;110.62356
4350;4350;SPPG Blora Todanan Ngumbul;Desa Ngumbul, Kecamatan Todanan, Kabupaten Blora, Jawa Tengah;15-08-2025;JAWA TENGAH;Wilayah II;Ucok Wika Setiyawan;;-6.94571;111.151
4351;4351;SPPG Blora Ngawen Punggursugih;Jalan Raya Blora-Purwodadi, RT 008 RW 003, Dusun Punggursugih, Desa Punggursugih, Kecamatan Ngawen, Kabupaten Blora, Jawa Tengah;15-08-2025;JAWA TENGAH;Wilayah II;Rahmat Dwi Kurniyawan;;-7.01005;111.31152
4352;4352;SPPG Magelang Muntilan Congkrang;Kramat, Congkrang, Kecamatan Muntilan, Kabupaten Magelang, Jawa Tengah 56415;15-08-2025;JAWA TENGAH;Wilayah II;Salsabila Azzahra;;-7.58819;110.29825
4353;4353;SPPG Boyolali Nogosari Pulutan;Randualas, RT 008 RW 001, Desa Pulutan, Kecamatan Nogosari, Kabupaten Boyolali, Jawa Tengah;15-08-2025;JAWA TENGAH;Wilayah II;Hanifah Afrilia;;-7.41942;110.75826
4354;4354;SPPG Banyumas Kembaran Dukuhwaluh 2;Jalan Sunan Bonang, Desa Dukuhwaluh, Kecamatan Kembaran, Kabupaten Banyumas, Jawa Tengah;15-08-2025;JAWA TENGAH;Wilayah II;FADILLAH PAMUNGKAS;;-7.40775;109.26861
4355;4355;SPPG Pekalongan Paninggaran Paninggaran;Sikawat Rt 01 Rw 02, Desa Paninggaran Kec. Paninggaran Kab. Pekalongan, Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Ikhsan Ardiyansah;;-7.1682;109.58151
4356;4356;SPPG Brebes Ketanggungan Dukuhturi;Dukuh Turi Dua, Dukuhturi, Kec. Ketanggungan, Kabupaten Brebes, Jawa Tengah 52263;15-09-2025;JAWA TENGAH;Wilayah II;Moch. Farish Rizkiansyah;;-6.9818;108.90357
4357;4357;SPPG Kebumen Karangsambung Kedungwaru;Jl. Karangsambung Km 12, Rt 002 Rw 002, Desa Kedungwaru, Kecamatan Karangsambung, Kabupaten Kebumen, Kedungwaru, Karangsambung, Kab. Kebumen, Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Salsabila Ayu Syula;;-7.55026;109.67284
4358;4358;SPPG Banyumas Cilongok Sudimara;Jl. Sudimara Cilongok Dusun Sudimara Rt 006/002, Kec. Cilongok Kab.Banyumas Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Gilang Ahnaf Sidqi Prayuda;;-7.4266;109.14037
4359;4359;SPPG Sukoharjo Grogol Telukan;Telukan Rt.002/Rw.001, Desa Telukan, Kec. Grogol, Kab. Sukoharjo, Prov. Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Yudha Kusuma;;-7.62569;110.81765
4360;4360;SPPG Sukoharjo Sukoharjo Jetis;Jl. Veteran Barat, Pandeyan, Jetis, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57511;15-09-2025;JAWA TENGAH;Wilayah II;Muhammad Dovy Sambora;;-7.68185;110.82657
4361;4361;SPPG Banyumas Kemranjen Kedungpring;RT 02 RW 02 Dusun 1 Desa Kedungpring Kecamatan Kemranjen Kab. Banyumas Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Muhamad Shohibun Amin;;-7.59562;109.34123
4362;4362;SPPG Klaten Karanganom Kadirejo;JL. KLATEN-KARANG ANOM RT 004 RW 008, KADIREJO,  KADIREJO, KARANGANOM, KAB. KLATEN, JAWA TENGAH;15-09-2025;JAWA TENGAH;Wilayah II;ORI MELIDA;;-7.69549;110.61784
4363;4363;SPPG Cilacap Kroya Kroya;Jl. Jendral Gatot Subroto No. 147 Rt022 Rw 033, Kroya, Kroya, Kab. Cilacap, Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Ahmad Haedar Adib;;-7.63282;109.24967
4365;4365;SPPG Kebumen Kuwarasan Kalipurwo;Kalipurwo, Kebumen Regency, Central Java, Kalipurwo, Kuwarasan, Kab. Kebumen, Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Gabriel Bezaleel Matahari;;-7.68196;109.50848
4366;4366;SPPG Kota Surakarta Banjarsari Mangkubumen;Jl. Nuri IV Rt 006 Rw 002, Mangkubumen, Banjarsari, Kota Surakarta, Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Ghalel Guntur Wicaksono;;-7.55489;110.81204
4367;4367;SPPG Boyolali Sawit Manjung;Dusun Ii, Desa Manjung, Kecamatan Sawit, Kabupaten Boyolali, Jawa Tengah ;15-09-2025;JAWA TENGAH;Wilayah II;Rhegar Maharadika Edy Pamungkas;;-7.58492;110.68264
4369;4369;SPPG Magelang Grabag Banaran;Dusun Banaran, Desa Banaran Rt. 10, Rw.03, Kec. Grabag, Kab. Magelang, Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Tetuko Wahyu Utomo;;-7.12372;110.40956
4370;4370;SPPG Semarang Suruh Plumbon;Jl. Raya Suruh Salatiga Km. 2 Dusun Plumbon, Desa Plumbon, Kecamatan Suruh, Kabupaten Semarang, Provinsi Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Ilham Alfisina Noor Syahdhani;;-7.36488;110.5814
4371;4371;SPPG Wonogiri Kismantoro Gedawung;Jl. Tegal, Klampisan, Tanjung, Gedawung, Kismantoro, Kab. Wonogiri, Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Alif Azziz Rohadi;;-7.89174;111.25429
4372;4372;SPPG Banyumas Purwokerto Timur Purwokerto Lor 2;Jl. Jendral Suprapto Gg III Nomor 30 Kauman Lama, Desa Purwokerto Lor Kecamatan Purwokerto Timur Kabupaten Banyumas, Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Raden Arya Pandu Yudha Pangestu;;-7.42551;109.24589
4373;4373;SPPG Sukoharjo Sukoharjo Sukoharjo 2;Jalan Mayor Sunaryo, Desa Gawanan, Kecamatan Sukoharjo, Kabupaten Sukoharjo, Provinsi Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Ade Hefri Widyatama;;-7.67816;110.83836
4374;4374;SPPG Kudus Jekulo Tanjungrejo;Dusun Tanjungrejo, Selalang Kec. Jekulo, Kab. Kudus, Jawa Tengah;15-09-2025;JAWA TENGAH;Wilayah II;Happy Arifiyani;;-6.77395;110.91836
4375;4375;SPPG Klaten Gantiwarno Jabung;Gaswangi Rt.002/001, Jabung, Kec. Gantiwarno, Kab. Klaten, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Ananda Kotto Pramana;;-7.76873;110.56376
4376;4376;SPPG Temanggung Kedu Bandunggede;Bendosari, Rt 001 Rw 007, Bandunggede, Kec. Kedu, Kab. Temanggung, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Muhammad Ifan;;-7.24302;110.10147
4377;4377;SPPG Sukoharjo Bendosari Sidorejo 4;Jl. Jenderal Sudirman, 01/09, Sidorejo, Kec. Bendosari, Kab. Sukoharjo, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Aiphid Heri Supratama;;-7.65519;110.83338
4378;4378;SPPG Kota Tegal Tegal Timur Mangkukusuman;Jl. Cempaka No.10 Rt.010 Rw.001 Kel. Mangkukusuman Kec. Tegal Timur, Kota Tegal, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Charma Salsabila Zelvia;;-6.87585;109.13986
4379;4379;SPPG Banyumas Kebasen Cindaga;Jl. Raya Sampang Rawalo Km. 3, Rt. 004, Rw. 007, Kadus 2 Wungubanjeng, Cindaga, Kec. Kebasen, Kab. Banyumas, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;M Zidan Aji Pranggono;;-7.59132;109.25599
4380;4380;SPPG Magelang Windusari Banjarsari;Gandon, Banjarsari Kec. Windusari Kab. Magelang, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Firhan Danang Anggoro;;-7.38509;110.18126
4381;4381;SPPG Tegal Bojong Buniwah;Jl. Bojong, Buniwah, Kecamatan Bojong, Kabupaten Tegal, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Akhmad Rifqi Jiddan;;-7.19787;109.16405
4382;4382;SPPG Temanggung Temanggung Giyanti 2;Giyanti, Kecamatan Temanggung, Kabupaten Temanggung Rt 01/ Rw 01, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Batsya Ridha Imara;;-7.3254;110.177
4383;4383;SPPG Tegal Lebaksiu Tegalandong;An Nur Desa Tegalandong, Kecamatan Lebaksiu, Kabupaten Tegal, Provinsi Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Ahmad Syifau Dzihni;;-7.0044;109.11508
4384;4384;SPPG Wonosobo Mojotengah Kalibeber 2;Dusun Mekarsari Rt 05 Rw 13, Kalibeber, Kecamatan Mojo Tengah, Kabupaten Wonosobo, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Alvo Budi Setiawan;;-7.32842;109.90235
4385;4385;SPPG Jepara Mlonggo Sinanggul;Jl. Raya Jepara Bangsri Km 7,4 Sekacer Rt.25,Rw.05, Sinanggul, Kec. Mlonggo, Kab. Jepara, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Melati Nur Indah Sari;;-6.531;110.69968
4386;4386;SPPG Blora Todanan Ketileng;Rt 03 Rw 02 Dukuh Genengan Desa Ketileng, Kec. Todanan, Kab. Blora, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Emilia Rahmawati;;-6.95978;111.17706
4387;4387;SPPG Rembang Rembang Mondoteko 3;Jl. Lingkar Rembang, Mondoteko, Kec. Rembang, Kab. Rembang, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Bustanul Arifin;;-6.70659;111.37017
4388;4388;SPPG Brebes Jatibarang Klampis;Klampis Barat, Kecamatan Jatibarang, Kabupaten Brebes, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Ridik Aji Saputra;;-6.94041;109.04305
4389;4389;SPPG Kudus Kaliwungu Mijen;Dukuh Madaran Rt 01/01, Mijen, Kec. Kaliwungu, Kab. Kudus, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Sudadik;;-6.78952;110.78594
4391;4391;SPPG Pemalang Petarukan Serang;Jl. Perwira Desa Serang Kec. Petarukan Pemalang, Kab. Pemalang, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Karunia Prakusumawijaya;;-6.89596;109.45345
4392;4392;SPPG Tegal Tarub Karangjati;Jl. Raya Karangjati Balamoa, (Komplek Smk Nu Hasyim Asyari) Karang Jati, Karangjati, Kec. Tarub, Kab. Tegal, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Fathur Mubarok;;-6.94201;109.1846
4393;4393;SPPG Tegal Dukuhwaru Dukuhwaru;Rt 1 Rw 4 , Dukuhwaru, Kecamatan Dukuhwaru, Kabupaten Tegal, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Chindy Agustiana Putri;;-6.97513;109.101
4394;4394;SPPG Banyumas Kalibagor Kaliori;Desa Kaliori Rt 004 Rw 007 Kec.Kalibagor Kab. Banyumas, Kaliori, Kec. Kalibagor, Kab. Banyumas, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Pramudya Pamungkas;;-7.51164;109.30438
4395;4395;SPPG Kota Semarang Semarang Timur Karangturi;Jl. Sidodadi No 5, Karangturi, Kec. Semarang Timur, Kota Semarang, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Vina Arvita Sari;;-6.98919;110.43362
4397;4397;SPPG Demak Sayung Bulusari;Jl. Ki Godek, Bulusari, Kecamatan Sayung, Kabupaten Demak, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Saifur Rozak;;-6.9744;110.53987
4398;4398;SPPG Jepara Jepara Saripan;Jl. Pangeran Sarip No. 129, Saripan 003/001, Saripan, Kec. Jepara, Kab. Jepara, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Indah Aprilia Ningsih;;-6.58353;110.6802
4399;4399;SPPG Klaten Karangdowo Demangan;Buluran, Demangan, Kecamatan Karangdowo, Kabupaten Klaten, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Dani Budi Apriliawan;;-7.70832;110.73849
4400;4400;SPPG Pati Pati Pati Lor 2;Desa Patilor Kecamatan Pati, Kabupaten Pati, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Heryanto;;-6.75041;111.04025
4402;4402;SPPG Banjarnegara Purworeja Klampok Klampok;Desa Kelampok Kecamatan Purworeja Klampok Kabupaten Banjarnegara Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Adam Hidayat;;-7.4583;109.44606
4403;4403;SPPG Semarang Susukan Susukan 2;Dapur Polos Rt.03 Rw.01, Kel. Susukan, Kec. Susukan, Kab. Semarang, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Arsyad Jauhar Maasyi;;-7.41502;110.58991
4404;4404;SPPG Purbalingga Bobotsari Limbasari 2;Limbasari, Limbasari, Kec. Bobotsari, Kab. Purbalingga, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Fauzian Kadafi Arifiatmoko;;-7.27276;109.37789
4405;4405;SPPG Jepara Mayong Jebol 2;Rw. 01, Desa Jebol, Kecamatan Mayong, Kabupaten Jepara, Jawa Tengah 59465;15-10-2025;JAWA TENGAH;Wilayah II;Risma Fitriana;;-6.7282;110.76232
4406;4406;SPPG Demak Mranggen Mranggen;Jl. Raya Mranggen N0 36, Demak, Mranggen, Kec. Mranggen, Kab. Demak, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Zola Andika Rezatama;;-7.02555;110.51404
4407;4407;SPPG Pati Kayen Jimbaran;Gasong, Jimbaran, Kecamatan Kayen, Kabupaten Pati, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Luqman Hakim;;-7.21291;110.39151
4408;4408;SPPG Cilacap Karangpucung Sindangbarang;Sindangbarang, Sindangbarang, Kec. Karangpucung, Kab. Cilacap, Jawa Tengah;15-10-2025;JAWA TENGAH;Wilayah II;Trimo;;-7.41743;108.89998
4409;4409;SPPG Banyumas Sumpiuh Kebokura;Kebokura, Kabupaten Banyumas, Sumpiuh, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Rifi Aprilia Wahyudi;;-7.61324;109.3594
4410;4410;SPPG Purbalingga Kalimanah Babakan;Jl. Letnan Yusuf 58, Babakan Pecikalan, Babakan, Kec. Kalimanah, Kab. Purbalingga, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Fakhri Nur Hidayat;;-7.3951;109.34289
4412;4412;SPPG Kota Semarang Candisari Jatingaleh;Jl. Jangli Tlawah IV/76 Jatingaleh Candisari Kota Semarang Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Dimas Aditya Ambarwanto;;-7.02417;110.42795
4414;4414;SPPG Banyumas Purwokerto Timur Purwokerto Lor 3;Jl Prof. Dr. Soeharso Gg Gelora Indah II No 7, Purwokerto Lor, Purwokerto Timur, Kab. Banyumas, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Mochamad Sofyan Ardiansyah;;-7.41827;109.24988
4415;4415;SPPG Banjarnegara Banjarnegara Sokanandi;Desa Sokanandi Rt.001 / Rw.03, Kecamatan Banjarnegara, Kabupaten Banjarnegara, Provinsi Jawa Tengah, Kode Pos 53418;16-09-2025;JAWA TENGAH;Wilayah II;Gilang Pratama;;-7.40712;109.69633
4416;4416;SPPG Cilacap Cilacap Selatan Tambakreja;Tambakreja, Kabupaten Cilacap Selatan, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Murteza Muthahhari;;-7.739;109.00121
4417;4417;SPPG Banjarnegara Mandiraja Somawangi;Kampung Blok 017 Rt 002. Rw 003, Desa Somawangi, Kecamatan Mandiraja, Kabupaten Banjarengara , jawa tengah;16-09-2025;JAWA TENGAH;Wilayah II;Muhammad Anis Dzayadi;;-7.47975;109.51603
4418;4418;SPPG Kebumen Kebumen Wonosari 2;Jl. Kertinegra, Pesanggran Rt/W 4/1 Wonosari, Kebumen, Kab. Kebumen, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;David Wijanarko;;-7.5168;109.72175
4419;4419;SPPG Purbalingga Bukateja Bajong;Dusun 1 , Kel. Bajong, Kec. Bukateja, Kab. Purbalingga, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Adi Pamungkas;;-7.42376;109.40781
4420;4420;SPPG Purbalingga Padamara Prigi;Jl. Raya Panca Riiyadi, Dokolaji, Prigi, Padamara, Kab. Purbalingga, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Afreza Surya Pratama;;-7.38503;109.33534
4421;4421;SPPG Brebes Kersana Cigedog;Jl. Ciremai Rt06/Rw06 Cigedog Kec Kersana Kab Brebes, Cigedog, Kersana, Kab. Brebes, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Wahyudi;;-6.92837;108.85438
4422;4422;SPPG Sragen Sambirejo Dawung;Dk. Garut Rt 04, Dawung, Sambirejo, Kabupaten Sragen, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Septian Risqi Stefani;;-7.47138;111.09557
4424;4424;SPPG Kudus Kota Kudus Mlati Kidul;Mejobo No 99B, Mlati Kidul, Kota Kudus, Kab. Kudus, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Habiba Pamordiana;;-6.81143;110.85827
4425;4425;SPPG Cilacap Maos Maos Lor;Jalur Gumilir Purwokerto Jl. Raya Maos Lor No.41, Lancar, Kecamatan Maos, Kabupaten Cilacap, Jawa Tengah ;16-09-2025;JAWA TENGAH;Wilayah II;Faishal Hilmy Fathurrachman;;-7.60234;109.14582
4426;4426;SPPG Demak Mranggen Ngemplak 2;Desa Ngemplak Rt 09 Rw 01 Mranggen, Ngemplak, Kab. Demak, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Gilang Esa Permana;;-7.57216;110.73704
4428;4428;SPPG Kebumen Kebumen Kalirejo 2;Jl. Lingkar Selatan Kebumen, Kalirejo, Kebumen, Kab. Kebumen, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Adhisya Zafarina Ariyanti;;-7.69756;109.68002
4429;4429;SPPG Kebumen Klirong Podoluhur;Desa Podoluhur Rt.002 Rw.005 Kecamatan Klirong, Kabupaten Kebumen , Podoluhur, Klirong, Kab. Kebumen, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Yusup Kaharudin;;-7.74072;109.62577
4430;4430;SPPG Cilacap Sampang Sidasari 3;Jl. Gerilya Rt 020 Rw 007, Dapur 2 Sidasari, Sampang, Kab. Cilacap, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Linda Heryanti;;-7.57337;109.20205
4431;4431;SPPG Banyumas Pekuncen Karangklesem;Jl. Pramuka Rt 01 Rw 09 Desa Karangklesem Kecamatan Pekuncen, Kabupaten Banyumas, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Ali Imron;;-7.3797;109.08731
4432;4432;SPPG Kudus Kota Kudus Mlati Kidul 2;Jl. Mejobo No 99B Mlati Kidul , Mlati Kidul, Kota Kudus, Kabupaten Kudus, Jawa Tengah;16-09-2025;JAWA TENGAH;Wilayah II;Faddilla Arya Arfansa;;-6.81143;110.85827
4434;4434;SPPG Magelang Tempuran Tempurejo;Tempurejo, Kec. Tempuran, Kab. Magelang, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Afif Fatchurohman;;-7.53285;110.17339
4435;4435;SPPG Pemalang Pemalang Kebondalem;Jl. Bogowonto No. 27, Rt: 003/Rw 004 Kebon Dalam, Kecamatan Pemalang, Kabupaten Pemalang, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Dimas Putra Nirvana;;-6.89314;109.37483
4436;4436;SPPG Semarang Bawen Samban;Jl. Batangan Sari Rt 01 Rw 03 Desa Samban Kecamatan Bawen Kabupaten Semarang Provinsi Jawa Tengah 50661;16-10-2025;JAWA TENGAH;Wilayah II;Ahmad Arif Kurniawan;;-7.2051;110.42098
4437;4437;SPPG Purbalingga Pengadegan Pengadegan;Dusun Silangit, Desa Pengadegan Rt 09 Rw 05, Kecamatan Pengadegan, Kabupaten Purbalingga, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Fajar Cahyono Putra;;-7.38505;109.45582
4438;4438;SPPG Kota Semarang Tembalang Mangunharjo;Jl. Elang Raya No.3, Mangunharjo, Kec. Tembalang, Kota Semarang, Jawa Tengah ;16-10-2025;JAWA TENGAH;Wilayah II;Dhira Anargha Wirasenjaya;;-7.03814;110.46427
4439;4439;SPPG Tegal Jatinegara Cerih 2;Jl. Dukuh Birman Kelurahan Cerih Kecematan Jatinegara Kabupaten Tegal, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Ilham Salam Dzunnurain;;-7.08408;109.21818
4440;4440;SPPG Cilacap Binangun Sidaurip;Jl. Raya Sidaurip Rt 000 Rw 000, Sidaurip, Kec. Binangun, Kab. Cilacap, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Yakobus Budi Kusuma;;-7.68533;109.28713
4441;4441;SPPG Banyumas Sumbang Kebanggan;Jl. Sunan Bonang, Desa Kebanggan, Rt. 007, Rw. 001, Kec. Sumbang, Kab. Banyumas, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Muhammad Alfaruqi Arief Hilmansyah;;-7.38727;109.26289
4442;4442;SPPG Semarang Bergas Jatijajar;Dusun Gege Rt 07 Rw 01 Desa Jatijajar Kecamatan Bergas Kabupaten Semarang Provinsi Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Muhammad Taufiq Bashir;;-7.20505;110.43299
4443;4443;SPPG Tegal Kramat Tanjungharja;Jl. Raya Babakan Jadibogor/Jl. Beringin No 254 Rt 4 Rw 6, Tanjungharja, Kec. Kramat, Kab. Tegal, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Arief Bisry Musthofa;;-6.89869;109.22989
4444;4444;SPPG Temanggung Gemawang Gemawang 2;Dusun Penangkan 03/05, Desa Gemawang, Kecamatan Gemawang, Kabupaten Temanggung, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Dwi Murniyati;;-7.19689;110.15159
4445;4445;SPPG Tegal Jatinegara Cerih;Jl. Raya Cerih Rt 17 Rw 01 Desa Cerih, Cerih, Kec. Jatinegara, Kab. Tegal, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Muhammad Zakariya;;-7.08408;109.21818
4446;4446;SPPG Wonosobo Kalikajar Maduretno;Maduretno, Kecamatan Kalikajar, Kabupaten Wonosobo, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Edi Ariyanto;;-7.39752;109.9689
4447;4447;SPPG Klaten Karangdowo Bakungan;Dukuh Jetis Rt 004 Rw 002, Desa Bakungan, Kecamatan Karangdowo, Kabupaten Klaten, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Hanafie Pareira Mukti Anggara;;-7.68221;110.74529
4448;4448;SPPG Kebumen Karanganyar Karanganyar;Gang Semeru Rt 02 Rw 03 Kelurahan Karanganyar, Kecamatan Karanganyar Kabupaten Kebumen, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Imam Saifudin Rais;;-7.62896;109.56992
4449;4449;SPPG Pemalang Warungpring Cibuyur;Dusun Randu Rt 23 Rw 03, Cibuyur, Kec. Warungpring, Kab. Pemalang, Jawa Tengah;16-10-2025;JAWA TENGAH;Wilayah II;Hilal Tsabitul Azmi;;-7.08279;109.28139
